Course-Sec,Activity,CRN,Course Name,Instructor,Day,Time,Location,Status,Waitlist
EE  315-03,LEC,20441,Probabilistic Methods in Electrical Engineering,S. AL-AHMADI,UTR,1100-1150,59-2002,Closed,Closed
EE  340-01,LEC,23596,Electromagnetic Waves and Applications,ALI AL-RESHAID,UTR,1000-1050,59-1007,Closed,Open
EE  340-02,LEC,20444,Electromagnetic Waves and Applications,ALI AL-RESHAID,UTR,1200-1250,59-2023,Closed,Closed
EE  340-03,LEC,20443,Electromagnetic Waves and Applications,AHMED OMAR,UTR,1100-1150,59-1011,Closed,Open
EE  340-04,LEC,22161,Electromagnetic Waves and Applications,AHMED OMAR,UTR,1300-1350,59-2003,Open,Closed
EE  341-51,LAB,23151,Electromagnetics Lab,M NURUZAMAN,U,1400-1640,59-0006,Open,Closed
EE  341-55,LAB,23153,Electromagnetics Lab,M NURUZAMAN,T,1400-1640,59-0006,Open,Closed
EE  341-57,LAB,23597,Electromagnetics Lab,M NURUZAMAN,W,1100-1340,59-0006,Open,Closed
EE  351-01,COP,20445,Electrical Engineering Cooperative Work,MAHMOUD KASSAS,None,None,None,Open,Closed
EE  360-01,LEC,20446,Electric Energy Engineering,A AWAMI,UTR,0900-0950,59-1005,Closed,Closed
EE  360-02,LEC,22162,Electric Energy Engineering,MAAD AL-OWAIFEER,UTR,1000-1050,59-2011,Closed,Open
EE  360-06,LEC,20940,Electric Energy Engineering,MAHER AZZOUZ,UTR,1200-1250,59-1014,Open,Closed
EE  361-51,LAB,23155,Electric Energy Engineering Lab,SUHAIL SHAIK,U,1400-1640,59-0024,Closed,Closed
EE  361-54,LAB,23156,Electric Energy Engineering Lab,AHMED IBRAHIM,M,1400-1640,59-0024,Closed,Closed
EE  361-55,LAB,23157,Electric Energy Engineering Lab,SUHAIL SHAIK,T,1400-1640,59-0024,Closed,Closed
EE  361-56,LAB,24488,Electric Energy Engineering Lab,None,W,0800-1040,59-0024,Open,Closed
EE  361-57,LAB,23610,Electric Energy Engineering Lab,AHMED IBRAHIM,W,1100-1340,59-0024,Closed,Closed
EE  361-58,LAB,23158,Electric Energy Engineering Lab,ABDULLAH SHAH,W,1400-1640,59-0024,Closed,Closed
EE  370-03,LEC,23053,Communications Engineering,AZZEDINE ZERGUINE,UTR,0900-0950,59-2013,Closed,Closed
EE  370-04,LEC,23054,Communications Engineering,MESBAH WESSAM,UTR,1000-1050,59-1005,Closed,Closed
EE  370-06,LEC,23055,Communications Engineering,S.A. ZUMMO,UTR,1100-1150,59-2003,Closed,Open
EE  370-07,LEC,24422,Communications Engineering,MESBAH WESSAM,UTR,1200-1250,59-2003,Open,Closed
EE  371-51,LAB,23159,Communications Engineering Lab,None,U,1400-1640,59-0005,Open,Closed
EE  371-54,LAB,23629,Communications Engineering Lab,None,M,1400-1640,59-0005,Closed,Closed
EE  371-55,LAB,23160,Communications Engineering Lab,None,T,1400-1640,59-0005,Closed,Closed
EE  371-57,LAB,23161,Communications Engineering Lab,None,W,1100-1340,59-0005,Closed,Closed
EE  371-58,LAB,23162,Communications Engineering Lab,R. AL-OHALI,W,1400-1640,59-0005,Closed,Closed
EE  380-01,LEC,21569,Control Engineering I,SAMIR AL-BAIYAT,UTR,1000-1050,59-1011,Open,Closed
EE  380-02,LEC,20447,Control Engineering I,SAMIR AL-BAIYAT,UTR,1100-1150,59-2023,Closed,Closed
EE  380-06,LEC,22163,Control Engineering I,AHMED MASOUD,UTR,1200-1250,59-1015,Closed,Closed
EE  380-07,LEC,24576,Control Engineering I,AHMED MASOUD,UTR,1000-1050,59-1016,Open,Closed
EE  381-51,LAB,23163,Control Engineering I Lab,BO LIU,U,1400-1640,59-0079,Open,Closed
EE  381-54,LAB,23164,Control Engineering I Lab,M NURUZAMAN,M,1400-1640,59-0079,Closed,Closed
EE  381-55,LAB,23165,Control Engineering I Lab,BO LIU,T,1400-1640,59-0079,Open,Closed
EE  390-06,LEC,22491,Digital Systems Engineering,M MOHANDES,UTR,0900-0950,59-1016,Open,Closed
EE  390-09,LEC,22731,Digital Systems Engineering,K QURESHI,UTR,1200-1250,59-2013,Closed,Open
EE  390-11,LEC,23182,Digital Systems Engineering,SHARIF SHEIKH,UTR,1300-1350,59-1014,Closed,Open
EE  391-51,LAB,23167,Digital Systems Engineering Lab,ZIYAD ALSWAIDAN,U,1400-1640,59-0050,Closed,Closed
EE  391-54,LAB,23168,Digital Systems Engineering Lab,ZIYAD ALSWAIDAN,M,1400-1640,59-0050,Closed,Closed
EE  391-55,LAB,24352,Digital Systems Engineering Lab,None,T,1400-1640,59-0050,Closed,Closed
EE  391-58,LAB,23169,Digital Systems Engineering Lab,None,W,1400-1640,59-0050,Closed,Closed
EE  391-59,LAB,23170,Digital Systems Engineering Lab,None,R,1400-1640,59-0050,Open,Closed
EE  398-01,INT,23926,Internship,None,None,None,None,Open,Closed
EE  410-01,LEC,24055,Digital Image Processing,MOTAZ ALFARRAJ,MW,1100-1215,59-2002,Open,Closed
EE  411-01,PRJ,21052,Senior Design Project,IBRAHIM HABIBALLAH,None,None,None,Closed,Closed
EE  411-02,PRJ,21054,Senior Design Project,MAHMOUD KASSAS,None,None,None,Closed,Closed
EE  411-06,PRJ,21577,Senior Design Project,A ZIDOURI,None,None,None,Closed,Closed
EE  411-07,PRJ,20448,Senior Design Project,MESBAH WESSAM,None,None,None,Closed,Closed
EE  411-08,PRJ,21055,Senior Design Project,K QURESHI,None,None,None,Closed,Closed
EE  411-11,PRJ,22158,Senior Design Project,MUHAMMAD KHALID,None,None,None,Closed,Closed
EE  411-12,PRJ,21578,Senior Design Project,MAHER AZZOUZ,None,None,None,Closed,Closed
EE  411-13,PRJ,20449,Senior Design Project,YAQUB MAHNASHI,None,None,None,Closed,Closed
EE  411-14,PRJ,21056,Senior Design Project,MOHAMMAD ALHASSOUN,None,None,None,Closed,Closed
EE  411-15,PRJ,21571,Senior Design Project,AHMED OMAR,None,None,None,Closed,Closed
EE  411-16,PRJ,21575,Senior Design Project,ALI MUQAIBEL,None,None,None,Closed,Closed
EE  411-17,PRJ,22159,Senior Design Project,JHONATHAN PRIETO ROJAS,None,None,None,Closed,Closed
EE  411-18,PRJ,21579,Senior Design Project,ANAS SALHAB,None,None,None,Closed,Closed
EE  411-19,PRJ,23609,Senior Design Project,M ABIDO,None,None,None,Closed,Closed
EE  411-21,PRJ,22153,Senior Design Project,HUSSEIN ATTIA,None,None,None,Closed,Closed
EE  411-31,PRJ,24444,Senior Design Project,A. HUSSEIN,None,None,None,Closed,Closed
EE  411-32,PRJ,24445,Senior Design Project,A. HUSSEIN,None,None,None,Closed,Closed
EE  411-33,PRJ,24446,Senior Design Project,A. HUSSEIN,None,None,None,Closed,Closed
EE  413-01,LEC,22733,Applied Digital Signal Processing,MUDASSIR MASOOD,MW,1230-1345,59-1003,Closed,Open
EE  416-01,LEC,24056,Introduction to Radar,SHARIF SHEIKH,UTR,1000-1050,59-2004,Open,Closed
EE  418-01,LEC,21581,Introduction to Satellite Communications,WAJIH ABU-AL-SAUD,MW,0800-0915,59-1010,Open,Closed
EE  419-01,LEC,23171,Wireless Communication,S.A. ZUMMO,UTR,0900-0950,59-2002,Closed,Closed
EE  420-01,LEC,22734,Optical Fiber Communications,K QURESHI,UTR,1100-1150,59-2013,Open,Closed
EE  421-01,LEC,24057,Photonics & Optical Engg.,MOHAMMED KHAN,UTR,0900-0950,59-2011,Open,Closed
EE  422-01,LEC,23172,Antenna Theory,ABDULLAH AL-GARNI,UTR,1200-1250,59-1005,Open,Closed
EE  433-02,LEC,22647,Applied Control Engineering,HUSAIN AL-DAWISH,UTR,0800-0850,59-1014,Closed,Closed
EE  436-02,LEC,24058,Intro Micro & Nano-Electronics,JHONATHAN PRIETO ROJAS,UTR,1000-1050,59-2002,Open,Closed
EE  445-01,LEC,23173,Industrial Electronics,A. HUSSEIN,UTR,0900-0950,59-2024,Closed,Open
EE  461-01,LEC,23183,Smart Grids,SUHAIL SHAIK,UTR,1100-1150,59-2015,Closed,Closed
EE  462-01,LEC,24059,Electrical Machines,MAHER AZZOUZ,UTR,1100-1150,59-1013,Open,Closed
EE  463-01,LEC,20452,Power System Analysis,A AWAMI,UTR,0700-0750,59-1003,Closed,Open
EE  465-01,LEC,20453,Power Transmission and Distribution,IBRAHIM HABIBALLAH,MW,0930-1045,59-1007,Closed,Open
EE  468-01,LEC,21057,Renewable Energy,MAHMOUD KASSAS,MW,0930-1045,59-1014,Closed,Closed
EE  471-51,LAB,22738,Telecommunication Networks Lab,A SHAFI,U,1400-1640,59-0071,Open,Closed
EE  475-51,LAB,24447,Antenna Theory Lab,ABDULLAH AL-GARNI,T,1400-1640,59-0002,Open,Closed
EE  477-55,LAB,23175,Applied Control Engineering Lab,HUSAIN AL-DAWISH,T,1400-1640,59-0063,Closed,Closed
EE  479-59,LAB,23176,Industrial Electronics Lab,A. HUSSEIN,R,1400-1640,59-0031,Closed,Closed
EE  482-59,LAB,24503,Electrical Machines Lab,None,R,1400-1640,59-0023,Open,Closed
EE  485-55,LAB,23178,Applied Digital Signal Processing Lab,MUDASSIR MASOOD,T,1400-1640,59-0072,Closed,Closed
EE  491-01,LEC,22736,ST: Artificial Intelligence & Machine Learning,M MOHANDES,UTR,1300-1350,59-1010,Open,Closed
EE  497-01,RES,24423,Undergraduate research,SAMIR AL-GHADBAN,MW,1230-1345,59-2002,Open,Closed
EE  522-01,LEC,20456,Power System Dynamic Analysis,M ABIDO,MW,1720-1835,59-1017,Open,Closed
EE  524-01,LEC,21058,Bulk Power System Planning,OMAR KONASH,MW,1845-2000,59-1005,Open,Closed
EE  532-01,LEC,21059,Antenna Theory & Applications,ABDULLAH AL-GARNI,UTR,1200-1250,59-1005,Open,Closed
EE  534-01,LEC,24060,Optical Communications,MOHAMMED KHAN,UT,1845-2000,59-1013,Closed,Closed
EE  535-01,LEC,24373,Optics and Photonics,MOHAMMED KHAN,UTR,0900-0950,59-2011,Open,Closed
EE  545-03,LEC,24061,Advanced Analog Electronics,MA AL-ABSI,MW,1845-2000,59-1007,Open,Closed
EE  552-01,LEC,24062,Optimal Cntrl Theory/Appls,BO LIU,UT,1845-2000,59-2022,Open,Closed
EE  573-01,LEC,20459,Digital Communications II,ALI MUQAIBEL,MW,1720-1835,59-1010,Open,Closed
EE  574-01,LEC,22267,Detection and Estimation,MUDASSIR MASOOD,MW,1845-2000,59-1015,Open,Closed
EE  582-01,LEC,22927,Solar Photovoltaic Systems,MUHAMMAD KHALID,UT,1720-1835,59-2015,Closed,Closed
EE  584-01,LEC,24063,Spectrum Regul. Mgt & Policies,ALI NASIR,UT,1720-1835,59-1007,Closed,Closed
EE  599-01,SEM,20461,Seminar,None,None,None,None,Open,Closed
EE  600-01,PRJ,21621,Electrical Engineering Project,None,None,None,None,Open,Closed
EE  600-02,PRJ,21856,Electrical Engineering Project,None,None,None,None,Closed,Closed
EE  600-03,PRJ,21857,Electrical Engineering Project,None,None,None,None,Closed,Closed
EE  600-04,PRJ,21858,Electrical Engineering Project,None,None,None,None,Closed,Closed
EE  606-01,RES,21060,Independent Research,None,None,None,None,Open,Closed
EE  606-02,RES,21061,Independent Research,None,None,None,None,Closed,Closed
EE  606-03,RES,21062,Independent Research,None,None,None,None,Closed,Closed
EE  606-04,RES,21063,Independent Research,None,None,None,None,Closed,Closed
EE  606-05,RES,22224,Independent Research,None,None,None,None,Closed,Closed
EE  606-06,RES,22225,Independent Research,None,None,None,None,Closed,Closed
EE  606-07,RES,22226,Independent Research,None,None,None,None,Closed,Closed
EE  606-08,RES,22227,Independent Research,None,None,None,None,Closed,Closed
EE  606-09,RES,22228,Independent Research,None,None,None,None,Closed,Closed
EE  606-10,RES,22229,Independent Research,None,None,None,None,Closed,Closed
EE  606-11,RES,22230,Independent Research,None,None,None,None,Closed,Closed
EE  606-12,RES,22231,Independent Research,None,None,None,None,Closed,Closed
EE  606-13,RES,22232,Independent Research,None,None,None,None,Closed,Closed
EE  606-14,RES,22233,Independent Research,None,None,None,None,Closed,Closed
EE  606-15,RES,22234,Independent Research,None,None,None,None,Closed,Closed
EE  606-16,RES,22235,Independent Research,None,None,None,None,Closed,Closed
EE  606-17,RES,22236,Independent Research,None,None,None,None,Closed,Closed
EE  606-18,RES,22237,Independent Research,None,None,None,None,Closed,Closed
EE  606-19,RES,22238,Independent Research,None,None,None,None,Closed,Closed
EE  606-20,RES,22239,Independent Research,None,None,None,None,Closed,Closed
EE  610-01,THS,20462,M.S. Thesis,None,None,None,None,Open,Closed
EE  610-02,THS,21064,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-03,THS,21065,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-04,THS,21066,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-05,THS,21859,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-06,THS,21860,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-07,THS,22240,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-08,THS,21861,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-09,THS,21862,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-10,THS,21863,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-11,THS,21864,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-12,THS,21865,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-13,THS,21866,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-14,THS,21867,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-15,THS,21868,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-16,THS,21869,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-17,THS,21870,M.S. Thesis,None,None,None,None,Closed,Closed
EE  610-18,THS,21871,M.S. Thesis,None,None,None,None,Closed,Closed
EE  619-01,PRJ,22928,Project,None,MW,1845-2000,59-2013,Closed,Closed
EE  629-01,LEC,22300,Special Topics in Power Systems,MUHAMMAD KHALID,UT,2010-2125,59-1007,Open,Closed
EE  633-01,LEC,20463,Optical Fiber Communication,K QURESHI,UTR,1100-1150,59-2013,Open,Closed
EE  642-01,LEC,22307,Analog VLSI Circuit Design,YAQUB MAHNASHI,MW,2010-2125,59-1003,Open,Closed
EE  656-01,LEC,21594,Robotics & Control,ALI AL-BELADI,MW,2010-2125,59-1005,Open,Closed
EE  662-01,LEC,20942,Adaptive Filtering and Applications,AZZEDINE ZERGUINE,UT,2010-2125,59-1003,Open,Closed
EE  699-01,SEM,21067,Seminar,None,None,None,None,Open,Closed
EE  701-01,RES,21068,Directed Research I,None,None,None,None,Open,Closed
EE  701-02,RES,21069,Directed Research I,None,None,None,None,Closed,Closed
EE  701-03,RES,21070,Directed Research I,None,None,None,None,Closed,Closed
EE  701-04,RES,21596,Directed Research I,None,None,None,None,Closed,Closed
EE  701-05,RES,22188,Directed Research I,None,None,None,None,Closed,Closed
EE  701-06,RES,22189,Directed Research I,None,None,None,None,Closed,Closed
EE  701-07,RES,22190,Directed Research I,None,None,None,None,Closed,Closed
EE  701-08,RES,22191,Directed Research I,None,None,None,None,Closed,Closed
EE  701-09,RES,22192,Directed Research I,None,None,None,None,Closed,Closed
EE  701-10,RES,22193,Directed Research I,None,None,None,None,Closed,Closed
EE  702-01,RES,21071,Directed Research II,None,None,None,None,Open,Closed
EE  702-02,RES,21072,Directed Research II,None,None,None,None,Closed,Closed
EE  702-03,RES,21073,Directed Research II,None,None,None,None,Closed,Closed
EE  702-04,RES,21074,Directed Research II,None,None,None,None,Closed,Closed
EE  702-05,RES,22175,Directed Research II,None,None,None,None,Closed,Closed
EE  702-06,RES,22176,Directed Research II,None,None,None,None,Closed,Closed
EE  702-07,RES,22177,Directed Research II,None,None,None,None,Closed,Closed
EE  702-08,RES,22178,Directed Research II,None,None,None,None,Closed,Closed
EE  702-09,RES,22179,Directed Research II,None,None,None,None,Closed,Closed
EE  702-10,RES,22180,Directed Research II,None,None,None,None,Closed,Closed
EE  711-01,DIS,21138,PhD. Pre-Dissertation,None,None,None,None,Open,Closed
EE  711-02,DIS,21139,PhD. Pre-Dissertation,None,None,None,None,Closed,Closed
EE  711-03,DIS,21140,PhD. Pre-Dissertation,None,None,None,None,Closed,Closed
EE  711-04,DIS,22181,PhD. Pre-Dissertation,None,None,None,None,Closed,Closed
EE  711-05,DIS,22182,PhD. Pre-Dissertation,None,None,None,None,Closed,Closed
EE  711-06,DIS,22183,PhD. Pre-Dissertation,None,None,None,None,Closed,Closed
EE  711-07,DIS,22184,PhD. Pre-Dissertation,None,None,None,None,Closed,Closed
EE  711-08,DIS,22185,PhD. Pre-Dissertation,None,None,None,None,Closed,Closed
EE  711-09,DIS,22186,PhD. Pre-Dissertation,None,None,None,None,Closed,Closed
EE  711-10,DIS,22187,PhD. Pre-Dissertation,None,None,None,None,Closed,Closed
EE  712-01,DIS,21605,PhD. Dissertation,None,None,None,None,Open,Closed
EE  712-02,DIS,21606,PhD. Dissertation,None,None,None,None,Closed,Closed
EE  712-03,DIS,21608,PhD. Dissertation,None,None,None,None,Closed,Closed
EE  712-04,DIS,21875,PhD. Dissertation,None,None,None,None,Closed,Closed
EE  712-05,DIS,21876,PhD. Dissertation,None,None,None,None,Closed,Closed
EE  712-06,DIS,21877,PhD. Dissertation,None,None,None,None,Closed,Closed
EE  712-07,DIS,21878,PhD. Dissertation,None,None,None,None,Closed,Closed
EE  712-08,DIS,21879,PhD. Dissertation,None,None,None,None,Closed,Closed
EE  712-09,DIS,21880,PhD. Dissertation,None,None,None,None,Closed,Closed
EE  712-10,DIS,21881,PhD. Dissertation,None,None,None,None,Closed,Closed
EE  712-11,DIS,21882,PhD. Dissertation,None,None,None,None,Closed,Closed
EE  712-12,DIS,21883,PhD. Dissertation,None,None,None,None,Closed,Closed
EE  712-13,DIS,21884,PhD. Dissertation,None,None,None,None,Closed,Closed
EE  712-14,DIS,21885,PhD. Dissertation,None,None,None,None,Closed,Closed
SEN 543-01,LEC,23015,Renewable Energy Integration,None,None,None,None,Closed,Closed
SEN 544-01,LEC,23016,Solar Photovoltaic Systems,None,None,None,None,Closed,Closed
SEN 545-01,LEC,23017,"Energy Economics, Policies, and Regulations",None,None,None,None,Closed,Closed
SEN 556-01,LEC,24448,Energy Storage,None,None,None,None,Closed,Closed
SEN 558-01,LEC,23825,Energy Project Management & Leadership,None,None,None,None,Closed,Closed
CGS 392-01,LAB,23073,Career Essentials,None,U,1400-1550,59-2027,Closed,Open
CGS 392-02,LAB,23074,Career Essentials,LANCE KING,U,0800-0950,59-2027,Closed,Closed
CGS 392-03,LAB,23075,Career Essentials,None,T,1400-1550,59-2027,Closed,Open
CGS 392-04,LAB,24187,Career Essentials,CARL DUSTHIMER,W,0800-0950,59-2027,Closed,Open
CGS 392-05,LAB,24188,Career Essentials,LANCE KING,M,0800-0950,59-2027,Closed,Open
CGS 392-06,LAB,24189,Career Essentials,DRAGOS BRAD,U,1000-1150,59-2027,Open,Closed
CGS 392-07,LAB,24190,Career Essentials,None,R,1400-1550,59-2027,Closed,Closed
CGS 392-08,LAB,24191,Career Essentials,LANCE KING,R,0800-0950,59-2027,Closed,Open
CGS 392-09,LAB,24192,Career Essentials,None,M,1000-1150,59-2027,Closed,Open
CGS 392-10,LAB,24193,Career Essentials,CARL DUSTHIMER,M,1200-1350,59-2027,Closed,Open
CGS 392-11,LAB,24194,Career Essentials,None,W,1000-1150,59-2027,Closed,Open
CGS 392-12,LAB,24195,Career Essentials,MICHAEL RYALL,U,0800-0950,59-2029,Open,Closed
CGS 392-13,LAB,24196,Career Essentials,None,R,1000-1150,59-2029,Closed,Closed
CGS 392-14,LAB,24197,Career Essentials,None,U,1200-1350,59-2029,Closed,Closed
CGS 392-15,LAB,24198,Career Essentials,PETER EDWARDS,U,1200-1350,59-2027,Closed,Open
CGS 392-16,LAB,24199,Career Essentials,None,T,1200-1350,59-2029,Open,Closed
CGS 392-17,LAB,24200,Career Essentials,DRAGOS BRAD,T,1000-1150,59-2029,Closed,Open
CGS 392-18,LAB,24201,Career Essentials,PETER EDWARDS,T,1200-1350,59-2027,Closed,Closed
CGS 392-19,LAB,24202,Career Essentials,None,R,1200-1350,59-2029,Closed,Closed
CGS 392-20,LAB,24203,Career Essentials,PETER EDWARDS,R,1200-1350,59-2027,Closed,Open
CGS 392-21,LAB,24204,Career Essentials,None,M,0800-0950,59-2029,Closed,Open
CGS 392-22,LAB,24205,Career Essentials,JASON MARKOWSKY,U,1400-1550,59-2029,Closed,Open
CGS 392-23,LAB,24206,Career Essentials,None,T,0800-0950,59-2029,Open,Closed
CGS 392-24,LAB,24207,Career Essentials,MICHAEL RYALL,T,0800-0950,59-2027,Open,Closed
CGS 392-25,LAB,24208,Career Essentials,JASON MARKOWSKY,T,1400-1550,59-2029,Open,Closed
CGS 392-26,LAB,24209,Career Essentials,MICHAEL RYALL,R,0800-0950,59-2029,Open,Closed
CGS 392-27,LAB,24210,Career Essentials,None,W,0800-0950,59-2029,Closed,Closed
CGS 392-28,LAB,24427,Career Essentials,DANIEL MAHONY,U,1200-1350,63-227,Closed,Closed
CGS 392-29,LAB,24428,Career Essentials,DANIEL MAHONY,T,1200-1350,63-227,Closed,Open
CGS 392-30,LAB,24429,Career Essentials,DANIEL MAHONY,R,1200-1350,63-227,Closed,Open
ENGL101-01,LEC,20347,Introduction to Academic Discourse,KEITH PEARSON,UTR,1400-1450,24-128,Open,Closed
ENGL101-04,LEC,20348,Introduction to Academic Discourse,None,UTR,0800-0850,24-180,Open,Closed
ENGL101-05,LEC,20342,Introduction to Academic Discourse,MAHIR GAZDAR,UTR,0900-0950,3-101,Open,Closed
ENGL101-06,LEC,22121,Introduction to Academic Discourse,ADIL MAHMOOD,UTR,0800-0850,3-109,Open,Closed
ENGL101-07,LEC,22751,Introduction to Academic Discourse,None,UTR,0900-0950,24-125,Open,Closed
ENGL101-08,LEC,22752,Introduction to Academic Discourse,None,UTR,0900-0950,24-151,Open,Closed
ENGL101-09,LEC,20349,Introduction to Academic Discourse,MAHIR GAZDAR,UTR,1000-1050,3-108,Closed,Closed
ENGL101-10,LEC,20346,Introduction to Academic Discourse,JOHN HAMILTON,UTR,1000-1050,24-180,Closed,Open
ENGL101-11,LEC,20345,Introduction to Academic Discourse,ADIL MAHMOOD,UTR,0900-0950,3-109,Open,Closed
ENGL101-12,LEC,20353,Introduction to Academic Discourse,JONATHAN OWEN,UTR,1000-1050,24-137,Closed,Closed
ENGL101-13,LEC,22122,Introduction to Academic Discourse,None,UTR,1000-1050,63-326,Open,Closed
ENGL101-14,LEC,22120,Introduction to Academic Discourse,JOHN HAMILTON,UTR,1100-1150,24-135,Closed,Open
ENGL101-15,LEC,20352,Introduction to Academic Discourse,JONATHAN OWEN,UTR,1100-1150,24-240,Closed,Closed
ENGL101-16,LEC,20351,Introduction to Academic Discourse,STEPHEN WATTS,UTR,1100-1150,6-100,Closed,Closed
ENGL101-17,LEC,21772,Introduction to Academic Discourse,ADAM KHAN,UTR,1200-1250,24-240,Closed,Closed
ENGL101-18,LEC,20355,Introduction to Academic Discourse,STEPHEN WATTS,UTR,1200-1250,6-209,Closed,Closed
ENGL101-19,LEC,21773,Introduction to Academic Discourse,ADAM KHAN,UTR,1300-1350,24-240,Closed,Closed
ENGL101-F20,LEC,22123,Introduction to Academic Discourse,MEGAN ELIZABETH LANE,UTR,0700-0750,7-100,Open,Closed
ENGL101-F21,LEC,20354,Introduction to Academic Discourse,MEGAN ELIZABETH LANE,UTR,0800-0850,7-100,Open,Closed
ENGL101-F22,LEC,21186,Introduction to Academic Discourse,TAISEER MOHAMED MIRGHANI,UTR,0900-0950,7-113,Open,Closed
ENGL101-F23,LEC,22753,Introduction to Academic Discourse,TAISEER MOHAMED MIRGHANI,UTR,1000-1050,7-116,Open,Closed
ENGL101-F24,LEC,22773,Introduction to Academic Discourse,MEGAN ELIZABETH LANE,UTR,1100-1150,7-102,Closed,Closed
ENGL101-F25,LEC,22754,Introduction to Academic Discourse,PAMELA SUE DEATON,UTR,1200-1250,7-102,Open,Closed
ENGL101-F26,LEC,22755,Introduction to Academic Discourse,MEGAN ELIZABETH LANE,UTR,1200-1250,7-100,Open,Closed
ENGL101-F27,LEC,20350,Introduction to Academic Discourse,PAMELA SUE DEATON,UTR,1300-1350,7-102,Open,Closed
ENGL102-01,LEC,20922,Introduction to Report Writing,JONATHAN OWEN,UTR,0700-0750,24-244,Closed,Open
ENGL102-02,LEC,20361,Introduction to Report Writing,DRAGOS BRAD,UTR,0800-0850,76-1128,Open,Closed
ENGL102-03,LEC,20368,Introduction to Report Writing,JONATHAN OWEN,UTR,0800-0850,24-244,Closed,Open
